areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"PRP, Skin Diseases, Aesthetic Procedures, Lasers, Aesthetics","[{""type"": ""Nelson Medical Complex, Abid Majeed Road, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Nelson Medical Complex, Abid Majeed Road, Rawalpindi""}, {""type"": ""Islamabad  Aesthetic Center, F8 Markaz, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Islamabad  Aesthetic Center, F8 Markaz, Islamabad""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,30,https://staticconnect.marham.pk/assets/doctors/9990/dr-professor-brigadier-asher-ahmed-dermatologist-rawalpindi-12_170X170.webp,Dr. Professor Brigadier Asher Ahmed,https://www.marham.pk/doctors/rawalpindi/dermatologist/dr-professor-brigadier-asher-ahmed,"MBBS (Pb), Dip Derma (AFPGMI), FCPS (Derm) Clinical Fellowship in Dermatopathology (UK) MCPS (HPE)",0,97,Dermatologist,1319,Dermatologist
"Hair Problems, PRP, Laser For Hair Removal, Acne","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Jannat Medical & Child Clinic, Liaqatpur, Rahim Yar Khan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Jannat Medical & Child Clinic, Liaqatpur, Rahim Yar Khan""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,4,https://staticconnect.marham.pk/assets/doctors/20084/dr-mohammed-usman-rauf-general-practitioner-lahore-89_170X170.webp,Dr. Mohammed Usman Rauf,https://www.marham.pk/online-consultation/dermatologist/rahim-yar-khan/dr-mohammed-usman-rauf-20084,"MBBS, CCM, Diploma in Primary Skin Diseases",20084,93,Dermatologist,1319,Dermatologist
"Laser For Hair Removal, Dermatology, Anti Aging, Skin Diseases","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Skinnovation, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Skinnovation, Johar Town, Lahore""}, {""type"": ""Skinnovation (Thokar Branch), Thokar Niaz Baig, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Skinnovation (Thokar Branch), Thokar Niaz Baig, Lahore""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,12,https://staticconnect.marham.pk/assets/doctors/14765/dr-aisha-ahmad-dermatologist-lahore-9_170X170.webp,Dr. Aisha Ahmad,https://www.marham.pk/doctors/lahore/dermatologist/dr-aisha-ahmad,"MBBS, FCPS (Dermatology), Certified (Aesthetic Medicine)",0,96,Dermatologist,1319,Dermatologist
"Hair Problems, PRP, Laser For Hair Removal, Acne","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Dr Naeem Uddin Skin Clinic (k), Karachi, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dr Naeem Uddin Skin Clinic (k), Karachi, Karachi""}, {""type"": ""Nehal Hospital, Malir, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Nehal Hospital, Malir, Karachi""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,13,https://staticconnect.marham.pk/assets/doctors/27053/dr-shamail-zia-dermatologist-karachi-76_170X170.webp,Dr. Shamail Zia,https://www.marham.pk/doctors/karachi/dermatologist/dr-shamail-zia," MBBS , MRCGP , MD , Diplomate (Dermatology) ",0,96,Dermatologist,1319,Dermatologist
"Hair Problems, Laser For Acne, Nails Treatment, Other Skin Issues, Acne And Acne Scars, Skin Rejuvenation, Stretch Marks Removal","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Khan Medical City Hospital, Al Rahim Colony, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Khan Medical City Hospital, Al Rahim Colony, Multan""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,30,https://staticconnect.marham.pk/assets/doctors/8918/dr-ghulam-mujtaba-dermatologist-multan-94_170X170.webp,Dr. Ghulam Mujtaba,https://www.marham.pk/doctors/multan/dermatologist/dr-ghulam-mujtaba,"MBBS, FCPS (Dermatology)",0,94,Dermatologist,1319,Dermatologist
"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal, Acne, Acne Scars, Hair Fall, Melasma, Skin Problems, Other Skin Problems, Laser Hair Removal","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Kiran International Hospital, punjab, Sialkot"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Kiran International Hospital, punjab, Sialkot""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,10,https://staticconnect.marham.pk/assets/doctors/8791/dr-sadia-munir-rana-dermatologist-sialkot-41_170X170.webp,Dr. Sadia Munir Rana,https://www.marham.pk/doctors/sialkot/dermatologist/dr-sadia-munir-rana,"MBBS, FCPS, Internationally Certified",0,97,Dermatologist,1319,Dermatologist
"Hair Problems, PRP, Laser For Hair Removal, Acne","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""City Medical Complex, nishatabad, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City Medical Complex, nishatabad, Faisalabad""}, {""type"": ""Dia Scient medical complex, Gulistan Colony, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dia Scient medical complex, Gulistan Colony, Faisalabad""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,8,https://staticconnect.marham.pk/assets/doctors/31544/sadaf-mushtaq-dermatologist-faisalabad-69_170X170.webp,Dr. Sadaf Mushtaq,https://www.marham.pk/online-consultation/dermatologist/faisalabad/dr-sadaf-mushtaq-31544,"MBBS, FCPS (Dermatology)",31544,97,Dermatologist,1319,Dermatologist
"Hair Problems, PRP, Acne, Melasma, Laser Treatment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Doctors Hospital, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Doctors Hospital, Quetta City, Quetta""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,12,https://staticconnect.marham.pk/assets/doctors/18057/asst-prof-dr-surjeet-kumar-dermatologist-quetta-83_170X170.webp,Asst. Prof. Dr. Surjeet Kumar,https://www.marham.pk/doctors/quetta/dermatologist/asst-prof-dr-surjeet-kumar,"MBBS, FCPS(Dermatology)",0,98,Dermatologist,1319,Dermatologist
"PRP, Laser For Acne, Laser For Hair Removal, Acne Scars","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Maryam Hospital, Rehman Shaheed Road, Gujrat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Maryam Hospital, Rehman Shaheed Road, Gujrat""}]",The specialists who treat skin problems are called dermatologists or skin specialists.,10,https://staticconnect.marham.pk/assets/doctors/26611/dr-maryam-qayyum-dermatologist-gujrat-59_170X170.webp,Asst. Prof. Dr. Maryam Qayyum,https://www.marham.pk/doctors/gujrat/dermatologist/asst-prof-dr-maryam-qayyum,"MBBS, FCPS (Dermatology)",0,98,Dermatologist,1319,Dermatologist
"Gastroenterology, Infectious Diseases, Blood Pressure, Hypertension","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Self Care Clinic, Gulistan e Jauhar, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1400"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Self Care Clinic, Gulistan e Jauhar, Karachi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",25,https://staticconnect.marham.pk/assets/doctors/33127/dr-saba-siddiqui-general-physician-karachi-19_170X170.webp,Dr. Saba Siddiqui,https://www.marham.pk/online-consultation/general-physician/karachi/dr-saba-siddiqui-33127,"General Physician, Aesthetic Physician, and MBBS",33127,98,"General Physician, Aesthetic Physician",86,Aesthetic Physician
,"[{""type"": ""Derma Care Skin and laser Clinic, Jaranwala Rd, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Derma Care Skin and laser Clinic, Jaranwala Rd, Faisalabad""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",27,https://staticconnect.marham.pk/assets/doctors/15272/dr-naveed-akhtar-shaikh-dermatologist-faisalabad-40_170X170.webp,Dr. Naveed Akhtar Shaikh,https://www.marham.pk/doctors/faisalabad/dermatologist/dr-naveed-akhtar-shaikh,"MBBS, FRSH ( UK ), CDC ( South Africa )",0,89,"Dermatologist, Cosmetologist, Aesthetic Physician",86,Aesthetic Physician
,"[{""type"": ""Sharif Medical City Hospital, Jati Umrah, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3380"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Sharif Medical City Hospital, Jati Umrah, Lahore""}, {""type"": ""Iqra Hospital ( extension ), Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Iqra Hospital ( extension ), Johar Town, Lahore""}, {""type"": ""Al-Shafi Hospital, Allama Iqbal Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Al-Shafi Hospital, Allama Iqbal Town, Lahore""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",23,https://staticconnect.marham.pk/assets/doctors/34335/prof-dr-uzma-ahsan-aesthetic-physician-lahore-64_170X170.webp,Prof. Dr. Uzma Ahsan,https://www.marham.pk/doctors/lahore/dermatologist/prof-dr-uzma-ahsan,"MBBS, FCPS (Dermatology)",0,90,"Dermatologist, Aesthetic Physician",86,Aesthetic Physician
"Hair Problems, PRP, Laser For Acne, Laser For Hair Removal","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Park Lane Hospital, Clifton, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Park Lane Hospital, Clifton, Karachi""}, {""type"": ""Urgent Care Services Clinics and Eye Lasik, Clifton, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Urgent Care Services Clinics and Eye Lasik, Clifton, Karachi""}, {""type"": ""Executive Clinics & Daycare, DHA, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Executive Clinics & Daycare, DHA, Karachi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",25,https://staticconnect.marham.pk/assets/doctors/33078/dr-irfan-ahmed-kakezai-aesthetic-physician-karachi-38_170X170.webp,Irfan Ahmed Kakezai,https://www.marham.pk/doctors/karachi/dermatologist/irfan-ahmed-kakezai,"MD, Ph.D. (Medicine), Certified Aesthetician, Masters Of Public Health - USA",0,98,"Dermatologist, Aesthetic Physician",86,Aesthetic Physician
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Millat Hospital, Sadiqabad, Sadiqabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Millat Hospital, Sadiqabad, Sadiqabad""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",10,https://staticconnect.marham.pk/assets/doctors/43934/dr-madiha-zeeshan-dermatologist-sadiqabad-3_170X170.webp,Dr. Madiha Zeeshan,https://www.marham.pk/doctors/sadiqabad/dermatologist/dr-madiha-zeeshan,"FCPS (Dermatology), MBBS",0,94,"Dermatologist, Aesthetic Physician",86,Aesthetic Physician
,"[{""type"": ""Dr. Nosheen clinics, Gulshan Iqbal, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dr. Nosheen clinics, Gulshan Iqbal, Karachi""}, {""type"": ""Darul Sehat Hospital, Gulistan-e-Jauhar - Block 4A, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Darul Sehat Hospital, Gulistan-e-Jauhar - Block 4A, Karachi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",17,https://staticconnect.marham.pk/assets/doctors/36648/dr-nosheen-waheed-dermatologist-karachi-21_170X170.webp,Dr. Nosheen Waheed,https://www.marham.pk/doctors/karachi/dermatologist/dr-nosheen-waheed,"MBBS, D-Derm",0,97,"Dermatologist, Cosmetologist, Aesthetic Physician",86,Aesthetic Physician
"Skin Rejuvenation, Skin Diseases, Warts And Mole Removal, Pigmentation","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Karachi Medical Complex Consultants Clinic, Gulshan e Iqbal, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Karachi Medical Complex Consultants Clinic, Gulshan e Iqbal, Karachi""}, {""type"": ""Zubaida Medical Centre, Dharoji, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Zubaida Medical Centre, Dharoji, Karachi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",10,https://staticconnect.marham.pk/assets/doctors/14869/sana-adeel-dermatologist-lahore-91_170X170.webp,Dr. Sana Adeel,https://www.marham.pk/online-consultation/dermatologist/karachi/dr-sana-adeel-14869,"MBBS, D-Derm, Canadian Certified Cosmetologist Fellow of AAA-USA (AARM PAK)",14869,95,"Dermatologist, Aesthetic Physician",86,Aesthetic Physician
"Hair Problems, PRP, Acne, Acne Scars","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",4,https://staticconnect.marham.pk/assets/doctors/43984/dr-ali-murad-dermatologist-peshawar-85_170X170.webp,Dr. Ali Murad,https://www.marham.pk/online-consultation/dermatologist/peshawar/dr-ali-murad-43984,"MBBS, FCPS (Dermatology)*",43984,100,"Dermatologist, Aesthetic Physician",86,Aesthetic Physician
"Nasal Polyps, Neck Surgery, Tonsillectomy, Smell Problems","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""ENT Healthcare.ORG, Defence road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""ENT Healthcare.ORG, Defence road, Lahore""}, {""type"": ""Dr. Ali Raza's ENT Clinic, bahria  town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Dr. Ali Raza's ENT Clinic, bahria  town, Lahore""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",11,https://staticconnect.marham.pk/assets/doctors/12996/dr-muhammad-ali-raza-ent-surgeon-lahore-39_170X170.webp,Dr. Muhammad Ali Raza,https://www.marham.pk/online-consultation/ent-surgeon/lahore/dr-muhammad-ali-raza-12996,"MBBS, MCPS, Diploma in Aesthetic Medicine (UK Certified)",12996,98,"Ent Surgeon, Ent Surgeon, General Practitioner, Aesthetic Physician",86,Aesthetic Physician
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,200"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Bilal Hospital, Satellite Town, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bilal Hospital, Satellite Town, Rawalpindi""}, {""type"": ""Sculpt by Dr Aimen, F-10/1, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Sculpt by Dr Aimen, F-10/1, Islamabad""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",8,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Aimen Fatimah,https://www.marham.pk/online-consultation/aesthetic-physician/rawalpindi/dr-aimen-fatimah-14411,"MBBS, MCPS, AAAM",14411,100,"Aesthetic Physician, Dermatologist",86,Aesthetic Physician
Hair Transplant Surgery,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""ARQ Plastic Surgery Club, Sharafabad, Karachi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""ARQ Plastic Surgery Club, Sharafabad, Karachi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",5,https://staticconnect.marham.pk/assets/doctors/23546/dr-abdul-rasool-plastic-surgeon-karachi-86_170X170.webp,Dr. A R Qureshi,https://www.marham.pk/online-consultation/plastic-surgeon/karachi/dr-a-r-qureshi-23546,"MBBS, FCPS Plastic Surgery",23546,100,"Plastic Surgeon, Cosmetic Surgeon, Aesthetic Physician",86,Aesthetic Physician
Aesthetic Physician,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Health Care Hospital, New Satellite Town, Rawalpindi"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Health Care Hospital, New Satellite Town, Rawalpindi""}]","An Aesthetic Physician provides cosmetic procedures with minimally invasive techniques such as Botox, Dermal fillers, and Laser treatments",5,https://staticconnect.marham.pk/assets/doctors/64610/dr-farid-ullah-khan-aesthetic-physician-rawalpindi-29_170X170.webp,Dr. Fareed Ullah Khan,https://www.marham.pk/doctors/rawalpindi/aesthetic-physician/dr-fareed-ullah-khan,"MBBS, FCPS part 1, UK certified Aesthetic physician and Hair Transplant surgeon  AACME(USA/UK",,100,Aesthetic Physician,86,Aesthetic Physician
"Voice Disorders, Fluency Disorders, Aphasia, Dysarthia","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Race View Hospital, Jail Road, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Race View Hospital, Jail Road, Lahore""}, {""type"": ""Ariose Aesthetics & Clinic, DHA, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ariose Aesthetics & Clinic, DHA, Lahore""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",4,https://staticconnect.marham.pk/assets/doctors/14113/mr-mahmood-mirza-psychologist-lahore-40_170X170.webp,Mr Hafiz Mahmood Mirza,https://www.marham.pk/online-consultation/speech-therapist/lahore/mr-hafiz-mahmood-mirza-14113,"BS Hons (Clinical Psychology), MS (SLPs) M.Sc (Clinical Psychology), Diploma (Hypnotherapy), NLP",14113,,"Psychologist, Pathologist",82,Pathologist
"Apraxia, ChildHood","[{""type"": ""BioFlex Laser Pain Therapy Clinic, Dha phase 2, Islamabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""BioFlex Laser Pain Therapy Clinic, Dha phase 2, Islamabad""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",17,https://staticconnect.marham.pk/assets/doctors/14308/dr-momina-khadija-abbasi-pathologist-islamabad-53_170X170.webp,Dr. Momina Khadija Abbasi,https://www.marham.pk/doctors/islamabad/pathologist/dr-momina-khadija-abbasi,"MBBS, M.phil",0,89,Pathologist,82,Pathologist
,"[{""type"": ""Bio Medical Lab, Allama Iqbal Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bio Medical Lab, Allama Iqbal Town, Lahore""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",30,https://staticconnect.marham.pk/assets/doctors/15251/dr-faiz-ur-rehman-internal-medicine-lahore-15_170X170.webp,Dr. Faiz Ur Rehman,https://www.marham.pk/doctors/lahore/pathologist/dr-faiz-ur-rehman,"MBBS, Diploma in Clinical Pathology, Diploma in Public Health (PUBLIC HEALTH)",0,100,Pathologist,82,Pathologist
"Aphasia, Dysarthia, Autism, Articulation Disorders, Hair Fall Solutions, Gestro Related, Weight Management","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",13,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Asst. Prof. Dr. Maria Fahim,https://www.marham.pk/online-consultation/pathologist/mardan/asst-prof-dr-maria-fahim-16266,"MBBS, Mphil Hematology, MPhil Microbiology",16266,100,Pathologist,82,Pathologist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Pakistan Med Center, Justice Hamid Colony, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Pakistan Med Center, Justice Hamid Colony, Multan""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",9,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Mehwish Javed,https://www.marham.pk/online-consultation/pathologist/multan/dr-mehwish-javed-16578,"MBBS, FCPS (Histo- Pathology)",,,Pathologist,82,Pathologist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",8,https://staticconnect.marham.pk/assets/doctors/18754/shireen-mansoor-pathologist-karachi-50_170X170.webp,Asst. Prof. Dr. Shireen Mansoor,https://www.marham.pk/online-consultation/pathologist/karachi/asst-prof-dr-shireen-mansoor-18754,"MBBS, FCPS",18754,87,,82,Pathologist
"Breast Receptors (ER, PgR, HER2NEU), FNAC, Histopathology, Cytopathology","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""GARDEZI Laboratory, Main Circular Rd, Bahawalpur"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""GARDEZI Laboratory, Main Circular Rd, Bahawalpur""}]","Pathologist is a physician in the medical field who studies the causes, nature, and effects of any disease.",4,https://staticconnect.marham.pk/assets/doctors/20443/dr-syed-saad-gardezi-pathologist-bahawalpur-83_170X170.webp,Asst. Prof. Dr. Syed Saad Gardezi,https://www.marham.pk/online-consultation/pathologist/bahawalpur/asst-prof-dr-syed-saad-gardezi-20443," MBBS , FCPS (Histopathology) ",20443,100,Pathologist,82,Pathologist
