areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
,"[{""type"": ""Dr Asiya Ayaz Dental Clinic Branch 2, Faisal Town, Islamabad"", ""hospital"": null, ""fee"": ""1000"", ""link"": null}, {""type"": ""Dr Asiya Ayaz Dental Clinic Branch 1, F-8 Markaz, Islamabad"", ""hospital"": null, ""fee"": ""1000"", ""link"": null}]",The Histopathologist uses a microscope to study tissue samples for disease identification particularly when detecting cancers.,,https://staticconnect.marham.pk/assets/doctors/40916/sohail-sajjad-dentist-islamabad-87_170X170.webp,Dr. Sohail Sajjad,https://www.marham.pk/doctors/islamabad/dentist/dr-sohail-sajjad,"BDS, Certification in C Implantology (UK)",10,,"Dentist, Implantologist, Histopathologist",2,Histopathologist
"Prostate Cancer, Obesity/Smoking/Lung Cancer, Liver Cancer, Colon Cancer, Cancer Treatment, Urolooncology (Cancer Disease), Head & Neck Cancer Reconstruction, Gall Bladder Cancer, Pancreatic Cancer, Liver Cancer, Lung Cancers, Colon/Stomach/Rectal Cancer, Breast Cancer, Breast Cancer, Gynecological Cancer, Mouth Cancer And Tumors Management, Mouth Cancer And Ulcers, Colorectal Cancer, Skin Cancers, Histopathology, Oral Cancer, Cancer And Nutrition, Cancer Diagnosis, Reporting, Biopsy, FNAC, Breast Markers, Tumor Markers, Histopathology, Cancer Diet Planing, Renal Cancer, Bladder Cancer, Prostate Cancer, Germ Cell Tumors, Blood Cancer, Histopathology Reporting, Breast Cancer, Breast Lump, Breast Conservative Surgery, Thyroid Cancer Clinic","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""2,000"", ""link"": null}, {""type"": ""Dr Faiz Lab and Diagnostic Centre, punjab, Sialkot"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",The Histopathologist uses a microscope to study tissue samples for disease identification particularly when detecting cancers.,,https://staticconnect.marham.pk/assets/doctors/66478/dr-fahad-faiz-orthopedic-surgeon-sialkot-75_170X170.webp,Dr. Fahad Faiz,https://www.marham.pk/online-consultation/histopathologist/sialkot/dr-fahad-faiz-66478,"MBBS, FCPS Histopathology",6,,Histopathologist,2,Histopathologist
"Prostate Cancer, Obesity/Smoking/Lung Cancer, Colon Cancer, Liver Cancer, Cholangiocarcinoma, Pancreas Cancer, Cancer Treatment, Urolooncology (Cancer Disease), Head & Neck Cancer Reconstruction, Gall Bladder Cancer, Pancreatic Cancer, Cancer, Colon/Stomach/Rectal Cancer, Breast Cancer, Blood Cancer, Oral Cancer, Gynecological Cancer, Mouth Cancer And Tumors Management, Transplant And Cancer Patient`s With Fever, Colorectal Cancer, Skin Cancers, Histopathology, Oral Cancer, Cancer And Nutrition, Cancer Diagnosis, Reporting, Biopsy, FNAC, Breast Markers, Tumor Markers, Histopathology, Cancer, Cancer Diet Planing, Renal Cancer, Bladder Cancer, Prostate Cancer, Germ Cell Tumors, Histopathology Reporting, Renal Cell, Urinary Bladder  Prostate Cancer, Oral And Head And Neck Cancers, Thyroid Cancer Clinic","[{""type"": ""Dr Faiz Lab and Diagnostic Centre, punjab, Sialkot"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",The Histopathologist uses a microscope to study tissue samples for disease identification particularly when detecting cancers.,,https://staticconnect.marham.pk/assets/doctors/66605/dr-munir-ahmed-general-physician-sialkot-94_170X170.webp,Dr. Munir Ahmed,https://www.marham.pk/doctors/sialkot/histopathologist/dr-munir-ahmed,"MBBS, M.Phil. Histopathology",45,,Histopathologist,2,Histopathologist
,[],The Histopathologist uses a microscope to study tissue samples for disease identification particularly when detecting cancers.,,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Prof. Dr. Zarfishan Tahir,https://www.marham.pk/doctors/lahore/infectious-diseases/prof-dr-zarfishan-tahir,"MBBS, M.Phil",25,,"Infectious Diseases, Histopathologist, Microbiologist",2,Histopathologist
"Restorative Dentistry, Root Canal Treatment, General Dentistry, Teeth Whitening","[{""type"": ""Dr Asiya Ayaz Dental Clinic Branch 1, F-8 Markaz, Islamabad"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}, {""type"": ""Dr Asiya Ayaz Dental Clinic Branch 2, Faisal Town, Islamabad"", ""hospital"": null, ""fee"": ""2000"", ""link"": null}]",An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,0,https://staticconnect.marham.pk/assets/doctors/40925/dr-asiya-khan-dentist-islamabad-42_170X170.webp,Dr. Asiya Khan,https://www.marham.pk/doctors/islamabad/dentist/dr-asiya-khan,"BDS, 3D CAD/CAM, Orthodontics (CPD) UK",0,6,"Dentist, Orthodontist, Endodontist",1,Endodontist
"Restorative Dentistry, Root Canal Treatment, Teeth Whitening, Scaling","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""500"", ""link"": null}, {""type"": ""Naseem Clinic, North Karachi, Karachi"", ""hospital"": null, ""fee"": ""600"", ""link"": null}, {""type"": ""Mr.and Mrs.Muhammad Hussain Dental Clinic, Juna Market, Karachi"", ""hospital"": null, ""fee"": ""600"", ""link"": null}]",An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,0,https://staticconnect.marham.pk/assets/doctors/40919/dr-noman-khan-dentist-karachi-23_170X170.webp,Dr. Noman Khan,https://www.marham.pk/doctors/karachi/dentist/dr-noman-khan,BDS,0,14,"Dentist, Endodontist",1,Endodontist
"Restorative Dentistry, General Dentistry, Root Canal Treatment, Teeth Whitening","[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""700"", ""link"": null}, {""type"": ""Barnala Dental Care, Pakistan, Bhimber"", ""hospital"": null, ""fee"": ""500"", ""link"": null}]",An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,0,https://staticconnect.marham.pk/assets/doctors/43138/dr-ayesha-siddiqa-dentist-bhimber-77_170X170.webp,Dr. Ayesha Siddiqa,https://www.marham.pk/doctors/bhimber/dentist/dr-ayesha-siddiqa,"BDS, FCPS Training",0,7,"Dentist, Endodontist",1,Endodontist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""fee"": ""1,000"", ""link"": null}, {""type"": ""Dr Karam\u2019s Dentistry and Cosmetics, Sector F, Islamabad"", ""hospital"": null, ""fee"": ""1000"", ""link"": null}, {""type"": ""Islamic International Dental Hospital, G 7/4, Islamabad"", ""hospital"": null, ""fee"": ""250"", ""link"": null}]",An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://staticconnect.marham.pk/assets/doctors/65957/karam-ullah-shehzad-endodontist-islamabad-76_170X170.webp,Dr. Karam Ullah Shehzad,https://www.marham.pk/doctors/islamabad/endodontist/dr-karam-ullah-shehzad,"BDS, MDS Operative Dentistry*",7,,Endodontist,1,Endodontist
"Dental Caries, Gingivitis, Gum Disease",[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Kelash Kumar,https://www.marham.pk/doctors/karachi/dentist/dr-kelash-kumar,"B.D.S. - Liaquat University of Medical and Health Sciences, Pakistan, 2012, F.C.P.S. - Liaquat University of Medical and Health Sciences, Pakistan, 2018",9,,"Dentist, Cosmetic Dentist, Endodontist",1,Endodontist
"Canine Teeth, Cavities, Dental Caries",[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Asia Muhammad,https://www.marham.pk/doctors/peshawar/dentist/dr-asia-muhammad,"B.D.S. - Riphah International University, Pakistan, 2016, M.phill (Physiology), 2021, Endodotics & Aesthetic Dentistry, 2021",5,,"Dentist, Endodontist",1,Endodontist
"Canine Teeth, Cavities, Dental Caries",[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Syed Sohaib,https://www.marham.pk/doctors/peshawar/dentist/dr-syed-sohaib,"B.D.S. - Gandhara University , Pakistan, 2011, M.sc (Operative Dentistry) - Gandhara University , Pakistan, 2015",12,,"Dentist, Endodontist",1,Endodontist
,[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Farrah Alia Chaudhry,https://www.marham.pk/doctors/lahore/dentist/dr-farrah-alia-chaudhry,"BDS - University Of Health Sciences, 2010, MSC Endo - Ripha International University, C-Advance Prostho, 2021, C-Ortho",10,,"Dentist, Endodontist, Orthodontist",1,Endodontist
,[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Sadia Saif,https://www.marham.pk/doctors/karachi/orthodontist/dr-sadia-saif,"B.D.S, R.D.S, D-Ortho, D-Implant",16,,"Orthodontist, Endodontist, Implantologist",1,Endodontist
,[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Prof. Dr. Irfan Ullah Khan,https://www.marham.pk/doctors/peshawar/dentist/prof-dr-irfan-ullah-khan,"BDS, FCPS.(Endodontics)",27,,"Dentist, Endodontist",1,Endodontist
"Canine Teeth, Cavities, Dental Caries",[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Hina Tariq,https://www.marham.pk/doctors/islamabad/dentist/dr-hina-tariq,"B.D.S. - University of Health Sciences Lahore, 2010, F.C.P.S. (Operative Dentistry and Endodontics) - College of Physicians and Surgeons, 2021",8,,"Dentist, Endodontist, Oral and Maxillofacial Surgeon",1,Endodontist
,[],An Endodontist focuses on dental issue management within teeth while specializing in root canal procedure treatment and infection management.,,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Juzer Shabbir,https://www.marham.pk/doctors/karachi/dentist/dr-juzer-shabbir,"B.D.S, MDS, MDFTEd- RCS (UK)",14,,"Dentist, Endodontist, Restorative Dentist",1,Endodontist
"Neuro Psychiatric Disorders, Neurological Diseases, Neurological Issues",[],"Neuromusculoskeletal Medicine Specialists use osteopathic manipulative techniques and other therapies to treat conditions affecting nerves, bones, and muscles.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Dr. Sohaib Hassan,https://www.marham.pk/doctors/multan/neuro-physician/asst-prof-dr-sohaib-hassan,"M.B.B.S. - Nishtar Medical University, Pakistan, 2008, F.C.P.S. (Neurology) - College of Physicians & Surgeons Pakistan (CPSP), Pakistan, 2017",5,,"Neurologist, Neuromusculoskeletal Medicine Specialist",1,Neuromusculoskeletal Medicine Specialist
"ALS, Dementia, Dizziness",[],"Neuromusculoskeletal Medicine Specialists use osteopathic manipulative techniques and other therapies to treat conditions affecting nerves, bones, and muscles.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Shaukat Hayat,https://www.marham.pk/doctors/peshawar/neuro-physician/dr-shaukat-hayat,"M.B.B.S. - Khyber Medical College, Pakistan, 2000, M.R.C.P - Royal College of Physicians , United Kingdom, 2006",14,,"Neurologist, Neuromusculoskeletal Medicine Specialist",1,Neuromusculoskeletal Medicine Specialist
Chronic Pain,[],"Neuromusculoskeletal Medicine Specialists use osteopathic manipulative techniques and other therapies to treat conditions affecting nerves, bones, and muscles.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Maj. (R) Dr. Munawar Hussain Aasi,https://www.marham.pk/doctors/islamabad/rehabilitation-medicine/maj-r-dr-munawar-hussain-aasi,"M.B.B.S. - Army Medical College, Pakistan, 1998, F.C.P.S. - College of Physicians & Surgeons Pakistan (CPSP), Pakistan, 2011",21,,"Rehabilitation Medicine, Neuromusculoskeletal Medicine Specialist, Pain Specialist",1,Neuromusculoskeletal Medicine Specialist
,[],"Neuromusculoskeletal Medicine Specialists use osteopathic manipulative techniques and other therapies to treat conditions affecting nerves, bones, and muscles.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Umair Rashid,https://www.marham.pk/doctors/islamabad/neuromusculoskeletal-medicine-specialist/dr-umair-rashid,M.B.B.S,,,"Neuromusculoskeletal Medicine Specialist, Neuroradiologist, Radiologist",1,Neuromusculoskeletal Medicine Specialist
,[],"Neuromusculoskeletal Medicine Specialists use osteopathic manipulative techniques and other therapies to treat conditions affecting nerves, bones, and muscles.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Daniyal Imran Haroon,https://www.marham.pk/doctors/karachi/physiotherapist/dr-daniyal-imran-haroon,"DPT - Baqai Medical University , 2016, MSPT (Neuro-Musculoskeletal) - Liaquat University of Medical and Health Sciences, 2020",12,,"Physiotherapist, Neuromusculoskeletal Medicine Specialist",1,Neuromusculoskeletal Medicine Specialist
"Arthritis, Back Pain, Car Accident Injuries",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Muhammad Hassan,https://www.marham.pk/doctors/lahore/physiotherapist/dr-muhammad-hassan,"DPT - F.M.H. College of Medicine and Dentistry, Pakistan, 2019, MS (Sports Physical Therapy) - Riphah International University, Pakistan, 2021, Certificate in Chiropractic, Registered Physiotherapy PRACTICIONER UK - HCPC UK",5,,"Physiotherapist, Chiropractor, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Back Pain, Carpal Tunnel Syndrome",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Haider Ali,https://www.marham.pk/doctors/peshawar/physiotherapist/dr-haider-ali,"MS. Sports Medicine - Khyber Medical College, Peshawar, Pakistan, 2019, MS Neuro DPT - Khyber Medical College, Peshawar, Pakistan, 2020",6,,"Physiotherapist, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Back Pain, Frozen Shoulder",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Maria Intakhab,https://www.marham.pk/doctors/islamabad/physiotherapist/dr-maria-intakhab,"D.P.T. - Foundation University Medical College (FUMC), Pakistan, 2019, PGD Sports Medicine - FIFA Sports Medicine, United Kingdom, 2020",2,,"Physiotherapist, Sports Medicine Specialist",1,Sports Medicine Specialist
,[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Ucksy Mallick,https://www.marham.pk/doctors/karachi/orthopedic-surgeon/dr-ucksy-mallick,"MBBS, MCPS, MSc., DDC, CRA",15,,"Orthopedic Surgeon, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Back Pain, Carpal Tunnel Syndrome",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Umair Ashfaq,https://www.marham.pk/doctors/gujranwala/physiotherapist/dr-umair-ashfaq,"DPT - Sargodha Medical College, 2018, MS (Sports Medicine) - Riphah international university , Pakistan, 2021",4,,"Physiotherapist, Sports Medicine Specialist",1,Sports Medicine Specialist
,[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Rab Nawaz Khan,https://www.marham.pk/doctors/rawalpindi/physiotherapist/dr-rab-nawaz-khan,"BSPT, MPhil (Physio & Rehab), MPH",15,,"Physiotherapist, Pain Specialist, Sports Medicine Specialist",1,Sports Medicine Specialist
,[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Prof. Dr. M. Nadeem Aslam,https://www.marham.pk/doctors/lahore/sports-medicine-specialist/prof-dr-m-nadeem-aslam,"MBBS, FRCS Ed. (UK), MCPS (HPE)",25,,"Sports Medicine Specialist, Hernia Surgeon, Laparoscopic Surgeon, Thyroid Surgeon",1,Sports Medicine Specialist
"Arthritis Management, Back Ache, Bone Fracture",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Assoc. Prof. Dr. Shafqat Wasim Chaudhry,https://www.marham.pk/doctors/lahore/orthopedic-surgeon/assoc-prof-dr-shafqat-wasim-chaudhry,"M.B.B.S., F.C.P.S. (Orth)., MD (USA)",25,,"Orthopedic Surgeon, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Arthritis Management, Back Ache",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Aneela Mushtaq,https://www.marham.pk/doctors/rawalpindi/physiotherapist/dr-aneela-mushtaq,"DPT, 2016, M.S. Sports Medicine - Islamic International Medical College, Pakistan, 2019",7,,"Physiotherapist, Pain Specialist, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis Management, Back Ache, Bone Fracture",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Dr. Hamza Fareed,https://www.marham.pk/doctors/jhelum/orthopedic-surgeon/asst-prof-dr-hamza-fareed,"M.B.B.S. - Lahore Medical and Dental College, Pakistan, 2010, F.C.P.S. - College of Physicians & Surgeons Pakistan, Pakistan, 2017, M.R.C.P.S (Glasgow), United Kingdom, 2019, GMC Registered with Licence to Practice(UK), United Kingdom, M.R.C.S.(Edinburgh), United Kingdom, Fellowship in Sports and Knee Replacement Surgery (Pakistan), United Kingdom",10,,"Orthopedic Surgeon, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Back Pain, Car Accident Injuries",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Qaddar Zafar,https://www.marham.pk/doctors/lahore/physiotherapist/dr-qaddar-zafar,"D.P.T (Doctor of Physical Therapy) - Riphah International University, Pakistan, 2018",5,,"Physiotherapist, Chiropractor, Sports Medicine Specialist",1,Sports Medicine Specialist
"Arthritis, Back Pain, Carpal Tunnel Syndrome",[],"A Sports Medicine Specialist works with athletes and active individuals to manage injuries, improve physical performance, and guide rehabilitation.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Mr. Saeedullah,https://www.marham.pk/doctors/peshawar/physiotherapist/mr-saeedullah,"DPT, MS (Sports Physiotherapy)",4,,"Physiotherapist, Rehabilitation Medicine, Sports Medicine Specialist",1,Sports Medicine Specialist
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Kamran Majeed,https://www.marham.pk/doctors/islamabad/nephrologist/dr-kamran-majeed,"MBBS, FRCS",,,"Nephrologist, Renal Surgeon",1,Renal Surgeon
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Nadeem Bin Nusrat,https://www.marham.pk/doctors/multan/urologist/dr-nadeem-bin-nusrat,"M.B.B.S, F.C.P.S. (Urology), FRCSI Surgery",30,,"Urologist, Renal Surgeon",1,Renal Surgeon
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Prof. Dr. Sajid Mumtaz Qazi,https://www.marham.pk/doctors/islamabad/urologist/prof-dr-sajid-mumtaz-qazi,"MBBS, MS (Urology)",30,,"Urologist, Renal Surgeon, Sexologist",1,Renal Surgeon
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Muhammad Tassaduq Khan,https://www.marham.pk/doctors/karachi/kidney-transplant-specialist/dr-muhammad-tassaduq-khan,"MBBS, FCPS (Nephrology), MRCP, FRCP",14,,"Kidney Transplant Specialist, Nephrologist, Renal Surgeon",1,Renal Surgeon
"Abdomen Pain, Abdominal Pain, Acid Peptic Disease",[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Zakria Anwer,https://www.marham.pk/doctors/faisalabad/renal-surgeon/dr-zakria-anwer,"M.B.B.S. - University Of Health Sciences, Pakistan, 2009, M.R.C.P - Royal College of Physicians Ireland, Ireland, 2016",10,,"Renal Surgeon, Hypertension Specialist, Internal Medicine Specialist, Sleep Medicine Doctor",1,Renal Surgeon
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Dr. Muhammad Ikram Akhunzada,https://www.marham.pk/doctors/peshawar/nephrologist/asst-prof-dr-muhammad-ikram-akhunzada,"MBBS, FCPS (Nephrology), ISN Fellowship in Renal Transplant (Singapore), ISN Certified in Clinical Nephrology",17,,"Nephrologist, Renal Surgeon",1,Renal Surgeon
"Abdomen Diseases In Children, Abdomen Pain, Abscess",[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Asst. Prof. Dr. M. Salman Arshad,https://www.marham.pk/doctors/bahawalpur/urologist/asst-prof-dr-m-salman-arshad,"M.B.B.S. - University of Health and Science , Pakistan, 2008, F.C.P.S. - College of Physicians & Surgeons Pakistan (CPSP), Pakistan, 2015",11,,"Urologist, Renal Surgeon",1,Renal Surgeon
,[],"A Renal Surgeon performs surgeries related to the kidneys and urinary system. They treat conditions such as kidney stones, kidney transplants, and other disorders.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Faizan Ahmed,https://www.marham.pk/doctors/islamabad/nephrologist/dr-faizan-ahmed,"MBBS, FRCS",,,"Nephrologist, Renal Surgeon",1,Renal Surgeon
,[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Pyar Ali Fazel,https://www.marham.pk/doctors/karachi/internal-medicine/dr-pyar-ali-fazel,"MBBS, FCPS (Medicine)",29,,"Internal Medicine Specialist, Asthma Specialist, Hypertension Specialist",1,Asthma Specialist
"Acute Respiratory Distress Syndrome, Asthma, Bronchial Asthma",[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Jamshed Alam,https://www.marham.pk/doctors/peshawar/pulmonologist/dr-jamshed-alam,"M.B.B.S. - Peshawar University, Pakistan, 2001, M.R.C.P (Gen. Medicine) - Royal college of physician, Ireland , Pakistan, 2009, F.R.C.P - Royal College of Physician, Ireland, Pakistan, 2018, F.C.C.P - Royal College of Physician, Ireland, Pakistan, 2018, CCT Pulmonology - Royal College Of Physician Ireland , Ireland, 2015, CCT Medicine - Royal College Of Physician Ireland , Ireland, 2016, FCCP - College of Chest Physician America , United States, 2019",18,,"Pulmonologist / Lung Specialist, Asthma Specialist",1,Asthma Specialist
"Abdomen Pain, Anemia, Arthritis",[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Naureen Kazim,https://www.marham.pk/doctors/karachi/family-medicine/dr-naureen-kazim,"M.B.B.S. - University of Karachi, 2003, Diploma (Family Medicine) - University of Karachi, 2014, M.C.P.S - College of Physicians & Surgeons Pakistan (CPSP), Pakistan, 2016",12,,"Family Medicine, Asthma Specialist, Hypertension Specialist",1,Asthma Specialist
"Acute Hives, Allergic Conjunctivitis, Allergic Nasal Polyposis",[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Farrukh Rafique Sheikh,https://www.marham.pk/doctors/lahore/immunologist/dr-farrukh-rafique-sheikh,"M.B.B.S., Pakistan, Fellow of the American Academy of Allergy Asthma and Immunology (FAAAAI), Pakistan, Diplomat American Board of Internal Medicine, Pakistan, 1995, Diplomat American Board of Allergy & Immunology, Pakistan, 1997",33,,"Immunologist, Asthma Specialist, Internal Medicine Specialist",1,Asthma Specialist
,[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Humayon Bhatti,https://www.marham.pk/doctors/lahore/asthma-specialist/dr-humayon-bhatti,MBBS,,,Asthma Specialist,1,Asthma Specialist
,[],"An Asthma Specialist provides management, diagnosis and treatment of asthma. They help manage asthma symptoms and prevent serious complications.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. A Iqbal,https://www.marham.pk/doctors/islamabad/pulmonologist/dr-a-iqbal,"MBBS, FCPS",,,"Pulmonologist / Lung Specialist, Asthma Specialist",1,Asthma Specialist
"Cavities, Dental Caries, Gingivitis",[],"A Pediatric Rheumatologist specializes in treating autoimmune and inflammatory joint, muscle, and connective tissue diseases in children.",,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Ashar Jamelle,https://www.marham.pk/doctors/karachi/pediatric-rheumatologist/dr-ashar-jamelle,"masters clinical dentistry periodontology/ gum diseases - Barts and the London School of Medicine and Dentistry, United Kingdom, 2013, postgraduate operative dentistry - Aga Khan University Medical College, Pakistan, 2008, B.D.S. - fatima jinnah dental college , Pakistan, 2003",20,,"Pediatric Rheumatologist, Dentist, Implantologist, Periodontist",2,Pediatric Rheumatologist
,[],"A Pediatric Rheumatologist specializes in treating autoimmune and inflammatory joint, muscle, and connective tissue diseases in children.",,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Asst. Prof. Dr. Sakina Qazi,https://www.marham.pk/doctors/faisalabad/pediatric-rheumatologist/asst-prof-dr-sakina-qazi,"BDS - Gandhara University, Peshawer, 2014, MCPS (Periodontology) - College of Physicians and Surgeons, 2020",6,,"Pediatric Rheumatologist, Dentist, Periodontist",2,Pediatric Rheumatologist
,[],"A Pediatric Rheumatologist specializes in treating autoimmune and inflammatory joint, muscle, and connective tissue diseases in children.",,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Assoc. Prof. Dr. Samia Naz,https://www.marham.pk/doctors/lahore/pediatrician/assoc-prof-dr-samia-naz,"MBBS, DCH, FCPS (Pediatrics), PGPN (Boston), EULAR online course in Pediatric Rheumatology, 2016, EULAR online course for Systemic Lupus Erythematosus, 2021, EULAR online course of Systemic Sclerosis, 2018",19,,"Pediatrician, Pediatric Rheumatologist",2,Pediatric Rheumatologist
