areas_of_interest,consultations,detailOfTypeDoc,experience,image_url,name,profile_url,qualifications,reviews,satisfaction,specialization,totalNumOfDocs,typeOfDoc
"Infertility, Urological Tract Problem","[{""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",40,https://staticconnect.marham.pk/assets/doctors/2879/dr-brigr-ramzan-chaudhry-androurologist-lahore_170X170.webp,Dr. Brig R Ramzan Chaudhry,https://www.marham.pk/doctors/lahore/endourologist/dr-brig-r-ramzan-chaudhry,"MBBS, FCPS (Surgery), DU (Diploma In Urology)",0,94,"Endourologist, Sexologist, Urologist, Endourologist",13,Endourologist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Mukhtar A Sheikh Memorial Welfare Hospital, Khanewal Road, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Mukhtar A Sheikh Memorial Welfare Hospital, Khanewal Road, Multan""}, {""type"": ""Bakhtawar  Amin Hospital, Northern Bypass Road, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Bakhtawar  Amin Hospital, Northern Bypass Road, Multan""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",13,https://staticconnect.marham.pk/assets/doctors/21979/ibrar-ahmad-pediatric-urologist-multan-48_170X170.webp,Dr. Ibrar Ahmad,https://www.marham.pk/doctors/multan/pediatric-urologist/dr-ibrar-ahmad,"MBBS , FCPS (Urology)",0,97,"Pediatric Urologist, Endourologist",13,Endourologist
"Male Sexual Health, Masturbation, Night Falls, Painful Sexual Intercourse","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Ibrahim Clinic and Fayyaz Ultrasound Centre, Jinnah complex, Dera Ghazi Khan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ibrahim Clinic and Fayyaz Ultrasound Centre, Jinnah complex, Dera Ghazi Khan""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",9,https://staticconnect.marham.pk/assets/doctors/17432/dr-m-hammad-hassan-endourologist-dera-ghazi-khan-5_170X170.webp,Dr. Muhammad Hammad Hassan,https://www.marham.pk/doctors/dera-ghazi-khan/sexologist/dr-muhammad-hammad-hassan," MBBS ,  FCPS (Urology) ,  MCPS (Urology)",0,100,"Sexologist, Sexologist, Endourologist",13,Endourologist
,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Latif Hospital, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Latif Hospital, Johar Town, Lahore""}, {""type"": ""Hajira Medical Complex, Punjab Coop Housing Society, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hajira Medical Complex, Punjab Coop Housing Society, Lahore""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",21,https://staticconnect.marham.pk/assets/doctors/14111/dr-ejaz-siddique-urologist-lahore-47_170X170.webp,Asst. Prof. Dr. Ejaz Siddique,https://www.marham.pk/doctors/lahore/endourologist/asst-prof-dr-ejaz-siddique,"MBBS, FCPS (Urology)",0,97,"Endourologist, Sexologist, Andrologist",13,Endourologist
"Kidney Stones, Kidney Problems, Infertility, Urological Tract Problem","[{""type"": ""Fazil Memorial Hospital, Civil Lines, Gujranwala"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Fazil Memorial Hospital, Civil Lines, Gujranwala""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",28,https://staticconnect.marham.pk/assets/doctors/20114/abdul-razaq-endourologist-gujranwala-44_170X170.webp,Dr. Abdul Razaq,https://www.marham.pk/doctors/gujranwala/endourologist/dr-abdul-razaq,"MBBS, FCPS",0,97,"Endourologist, Urologist",13,Endourologist
"Kidney Stones, Kidney Problems, Holmium Laser Treatment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Islamabad Diagnostic Center, Shadman 2, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Islamabad Diagnostic Center, Shadman 2, Lahore""}, {""type"": ""City Hospital, Jail Road, Gujrat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City Hospital, Jail Road, Gujrat""}, {""type"": ""Horizon Hospital, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Horizon Hospital, Johar Town, Lahore""}, {""type"": ""ACE Medical Centre, GT Road, Gujrat"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""ACE Medical Centre, GT Road, Gujrat""}, {""type"": ""Evercare Hospital, Nespak Housing Scheme, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Evercare Hospital, Nespak Housing Scheme, Lahore""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",13,https://staticconnect.marham.pk/assets/doctors/8463/dr-faisal-zaeem-sexologist-lahore-49_170X170.webp,Dr. Faisal Ahmed Zaeem,https://www.marham.pk/doctors/lahore/endourologist/dr-faisal-ahmed-zaeem,"MBBS, MD, MS (Urology), Certified Urodynamicist",0,94,"Endourologist, Urologist",13,Endourologist
Kidney Stones,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Al-Khair Medical Complex Hospital, Quetta City, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Al-Khair Medical Complex Hospital, Quetta City, Quetta""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",8,https://staticconnect.marham.pk/assets/doctors/34944/dr-rashid-ali-baloch-endourologist-quetta-60_170X170.webp,Dr. Rashid Ali Baloch,https://www.marham.pk/online-consultation/endourologist/quetta/dr-rashid-ali-baloch-34944,"MBBS, FCPS (Urology)",34944,97,"Endourologist, Urologist",13,Endourologist
"Prostate Diseases, Infertility, Kidney Stones, Male Sexual Health, Paediatric Urology","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Khair-Un-Nisa Hospital, Faisal Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Khair-Un-Nisa Hospital, Faisal Town, Lahore""}, {""type"": ""Green Polyclinic, Bahria Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Green Polyclinic, Bahria Town, Lahore""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",10,https://staticconnect.marham.pk/assets/doctors/14465/dr-zeeshan-ahmad-wains-urologist-lahore-27_170X170.webp,Dr. Zeeshan Ahmad Wains,https://www.marham.pk/online-consultation/urologist/lahore/dr-zeeshan-ahmad-wains-14465,"MBBS, FCPS (Urology)",14465,98,"Urologist, Sexologist, Endourologist, Andrologist",13,Endourologist
"Kidney Stones, Kidney Problems, Infertility, Urological Tract Problem","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,800"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Multan Urology Clinic, Nishtar Road, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Multan Urology Clinic, Nishtar Road, Multan""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",12,https://staticconnect.marham.pk/assets/doctors/19098/dr-muhammad-azfar-sarfraz-endourologist-multan-23_170X170.webp,Asst. Prof. Dr. Muhammad Azfar Sarfraz,https://www.marham.pk/doctors/multan/endourologist/asst-prof-dr-muhammad-azfar-sarfraz," MBBS , FCPS ( CPSP ) ",0,100,Endourologist,13,Endourologist
"Kidney Stones, Kidney Problems, Infertility","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Al Riaz Homeopathic clinic, shadman, Wah Cantt"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""700"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Al Riaz Homeopathic clinic, shadman, Wah Cantt""}]","Endourologists are specialists who are expert in the treatment of urinary stones, bladder health, and male reproductive health.",4,https://staticconnect.marham.pk/assets/doctors/24701/dr-faraz-ahmad-qureshi-endourologist-wah-cantt-50_170X170.webp,Dr. Faraz Ahmad Qureshi,https://www.marham.pk/online-consultation/endourologist/wah-cantt/dr-faraz-ahmad-qureshi-24701, DHMS  (Diploma Homeopathic Medical Science) ,24701,100,Endourologist,13,Endourologist
"Stroke, Epilepsy, Parkinson, General Pediatric Neurology, Paediatric Neurologist","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""City International Hospital, Zarghon Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1200"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City International Hospital, Zarghon Road, Quetta""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,4,https://staticconnect.marham.pk/assets/doctors/14459/dr-ihsan-ul-haq-zarkoon-neurologist-quetta-67_170X170.webp,Dr. Ihsan Ul Haq Zarkoon,https://www.marham.pk/online-consultation/neuro-physician/quetta/dr-ihsan-ul-haq-zarkoon-14459,"MBBS, FCPS (Neurology)",14459,97,"Neurologist, Pediatric Neuro Physician",12,Pediatric Neuro Physician
Childhood Growth & Development,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,35,https://staticconnect.marham.pk/assets/doctors/37310/muhammad-tahir-nadeem-pediatric-neuro-physician-lahore-23_170X170.webp,Dr. Muhammad Tahir Nadeem,https://www.marham.pk/online-consultation/pediatrician/lahore/dr-muhammad-tahir-nadeem-37310,"MBBS, FCPS (Pediatrics)  MRCP, Glasgow and Master in child Neurology",37310,97,"Pediatrician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Migraine","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Ibrahim Specialist Clinic, Canal Rd, Faisalabad"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Ibrahim Specialist Clinic, Canal Rd, Faisalabad""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,11,https://staticconnect.marham.pk/assets/doctors/18246/asst-prof-dr-iram-javed-pediatric-neuro-physician-faisalabad-63_170X170.webp,Asst. Prof. Dr. Iram Javed,https://www.marham.pk/online-consultation/pediatric-neuro-physician/faisalabad/asst-prof-dr-iram-javed-18246,"MBBS, FCPS Paediatric Medicine, FCPS Paediatric Neurology",18246,95,"Pediatric Neuro Physician, Pediatrician",12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Neuro-muscular Disorders, Migraine","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,12,https://staticconnect.marham.pk/assets/doctors/17674/dr-faisal-zafar-pediatric-neuro-physician-multan-37_170X170.webp,Asst. Prof. Dr. Faisal Zafar,https://www.marham.pk/online-consultation/pediatric-neuro-physician/multan/asst-prof-dr-faisal-zafar-17674,"MBBS, FCPS (Peads), FCPS (Peads Neurology)",17674,96,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"Epilepsy, Neuro-muscular Disorders, Migraine, Behavioral Problems","[{""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}, {""type"": ""Imdad Kidney Center And Surgical Hospital, Mokal Colony, Sahiwal"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Imdad Kidney Center And Surgical Hospital, Mokal Colony, Sahiwal""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,11,https://staticconnect.marham.pk/assets/doctors/7322/dr-shaila-ali-pediatric-neuro-physician-lahore-13_170X170.webp,Asst. Prof. Dr. Shaila Ali,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-shaila-ali,"MBBS, FCPS (Pediatric Medicine), FCPS (Pediatric Neurology), Fellow in Pediatric Neurology Agha Khan",0,96,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"Pediatric Neurological Disorder, Epilepsy, Neuro-muscular Disorders, Migraine, Behavioral Problems","[{""type"": ""Doctors Hospital & Medical Center, Block-G, Johar Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Doctors Hospital & Medical Center, Block-G, Johar Town, Lahore""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,8,https://staticconnect.marham.pk/assets/doctors/66472/asst-prof-dr-javeria-raza-alvi-pediatric-neuro-physician-lahore-92_170X170.webp,Asst. Prof. Dr. Javeria Raza Alvi,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-javeria-raza-alvi,"MBBS, FCPS Paediatric Neurology",0,100,Pediatric Neuro Physician,12,Pediatric Neuro Physician
Pediatric Neurological Disorder,"[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Qaisrani Medical Center, Jinnah Town, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Qaisrani Medical Center, Jinnah Town, Multan""}, {""type"": ""Islamabad Diagnostic Center IDC, Main Nishtar Road, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Islamabad Diagnostic Center IDC, Main Nishtar Road, Multan""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,7,https://staticconnect.marham.pk/assets/doctors/18135/muhammad-yousuf-pediatrician-islamabad-91_170X170.webp,Dr. Muhammad Yousuf,https://www.marham.pk/doctors/multan/pediatric-neuro-physician/dr-muhammad-yousuf," MBBS , FCPS (Pediatrics) , Pediatric Neurology ",0,97,"Pediatric Neuro Physician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
Pediatric Neurological Disorder,"[{""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,10,https://staticconnect.marham.pk/assets/doctors/39997/natasha-ghani-pediatric-neuro-physician-lahore-61_170X170.webp,Asst. Prof. Dr. Natasha Ghani,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/asst-prof-dr-natasha-ghani,"MBBS, FCPS (Pediatric Medicine), FCPS (Pediatric Neurology)",0,89,Pediatric Neuro Physician,12,Pediatric Neuro Physician
"General Pediatric, Neonatology, Neurology And Child Nutrition","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Safia Hafeez hospital, Machine Mohalla, Jhelum"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Safia Hafeez hospital, Machine Mohalla, Jhelum""}]",Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,33,https://staticconnect.marham.pk/assets/doctors/62635/dr-waseem-pasha-pediatric-nutritionist-jhelum-84_170X170.webp,Assoc. Prof. Dr. Waseem Pasha,https://www.marham.pk/doctors/jhelum/pediatric-neuro-physician/assoc-prof-dr-waseem-pasha,"MBBS, FCPS (Pediatrics)",0,100,Pediatric Neuro Physician,12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,8,https://static.marham.pk/assets/images/doctor-photo-female-170170.webp,Dr. Areeba Wasim,https://www.marham.pk/doctors/lahore/pediatric-neuro-physician/dr-areeba-wasim,"M.B.B.S, F.C.P.S. (Pediatric Neurology), F.C.P.S. (Pediatrics)",,,"Pediatric Neuro Physician, Pediatrician",12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,15,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Naveed Anjum,https://www.marham.pk/doctors/multan/pediatrician/dr-naveed-anjum,"MBBS - Quaid-e-Azam Medical College, 2004, FCPS (Pediatric Medicine) - Nishtar Medical College, 2010, FCPS (Pediatric Neurology) - Children Hospital, Multan, 2015",,,"Pediatrician, Pediatric Neuro Physician",12,Pediatric Neuro Physician
,[],Pediatric neurologist or child neurologist is a medical doctor who treats disorders and diseases of the nervous system in children.,22,https://static.marham.pk/assets/images/doctor-photo-male-170170.webp,Dr. Kafil Shadani,https://www.marham.pk/doctors/multan/pediatrician/dr-kafil-shadani,"MBBS, MRCPCH, MRCPI, FRCPCH, FRCPI (Ireland & UK)",,,"Pediatrician, Pediatric Endocrinologist, Pediatric Neuro Physician",12,Pediatric Neuro Physician
"Orthopedic Surgery, Knee Replacement, Trauma, Fractures, Joints Replacement Surgery","[{""type"": ""City International Hospital, Zarghon Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""City International Hospital, Zarghon Road, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",15,https://staticconnect.marham.pk/assets/doctors/20980/dr-attiq-ur-rehman-orthopedic-surgeon-quetta-59_170X170.webp,Dr Attiq Ur Rehman,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/dr-attiq-ur-rehman,"M.B B.S, F.C.P.S (AKUH) , Fellowship In Joint Replacement , Fellowship In Spinal surgery (Singapore)",0,96,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"All Type Of Spine Diseases, Orthopedic Consultation, Hip And Knee Joint Arthroplasty/Replacement, Neck Pain, Back Pain, Joint And Muscle Pains, Joint Replacement (Arthroplasty), Manual Therapy Of Spine, Spinal Adjustment","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Naseer Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Naseer Hospital, Garden Town, Lahore""}, {""type"": ""Hameed Latif Hospital, Garden Town, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Hameed Latif Hospital, Garden Town, Lahore""}, {""type"": ""National Hospital, DHA Defence, Lahore"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""4000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Hospital, DHA Defence, Lahore""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",32,https://staticconnect.marham.pk/assets/doctors/18251/prof-dr-ibrahim-farooq-pasha-spinal-surgeon-lahore-23_170X170.webp,Prof. Dr. Ibrahim Farooq Pasha,https://www.marham.pk/doctors/lahore/spinal-surgeon/prof-dr-ibrahim-farooq-pasha," MBBS , FCPS Orthopedic Surgery) , Clinical Fellow Spine(AFPGMI) , OJT-Spine Surg(UK) , AO Fellowship Spine(UK) , Consultant Ortho , Llizarov & Spine Surgeon ",0,88,"Spinal Surgeon, Orthopedic Surgeon, Spine Specialist",12,Spinal Surgeon
"Orthopedic Surgery, Spine Surgery, Knee Replacement, Joint Issues, Joint Replacement Surgery, Pediatric Orthopedics, Trauma, Knee Replacement","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""3,000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""National Hospital, Near Quetta Laboratory Prince Road, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""National Hospital, Near Quetta Laboratory Prince Road, Quetta""}, {""type"": ""BA Healthcare Hospital, Quetta, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""BA Healthcare Hospital, Quetta, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",25,https://staticconnect.marham.pk/assets/doctors/7194/prof-dr-lal-muhammad-khan-kakar-orthopedic-surgeon-quetta-28_170X170.webp,Prof. Dr. Lal Muhammad Khan Kakar,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/prof-dr-lal-muhammad-khan-kakar,"MBBS, FCPS (Orthopedic Surgery) , FICS (USA)",0,95,"Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Spine Surgery, Knee Replacement, Joint Issues, Spine Surgery, Joint Replacement Surgery, Pediatric Orthopedics","[{""type"": ""Heart And General Hospital, Model Town, Quetta"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""1500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Heart And General Hospital, Model Town, Quetta""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",10,https://staticconnect.marham.pk/assets/doctors/17380/dr-jamil-ahmed-zehri-orthopedic-surgeon-quetta-14_170X170.webp,Asst. Prof. Dr. Jamil Ahmed Zehri,https://www.marham.pk/doctors/quetta/orthopedic-surgeon/asst-prof-dr-jamil-ahmed-zehri,"MBBS, FCPS,(Orthopedic Surgery, Ghurki)",0,93,"Orthopedic Surgeon, Pediatric Orthopedic Surgeon, Spinal Surgeon",12,Spinal Surgeon
"Stroke, Brain Injury, Spinal Cord Injury, Body Pain","[{""type"": ""Video Consultation"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2,500"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Video Consultation""}, {""type"": ""Combined Military Hospital, PIA Colony, Multan"", ""hospital"": null, ""city"": null, ""address"": null, ""fee"": ""2000"", ""discounted_fee"": null, ""link"": null, ""hospital_type"": null, ""available_today"": ""Combined Military Hospital, PIA Colony, Multan""}]","A Spine Surgeon performs spinal surgeries to treat conditions such as herniated discs, scoliosis, fractures, and spinal stenosis.",11,https://staticconnect.marham.pk/assets/doctors/15817/dr-awais-ali-khan-general-surgeon-tarbela-51_170X170.webp,Asst. Prof. Dr. Awais Ali Khan,https://www.marham.pk/online-consultation/neuro-surgeon/tarbela/asst-prof-dr-awais-ali-khan-15817,"MBBS, FCPS, FACS(USA), MRCS(Glasgow), CHPE(NUMS), OJT(UK)",15817,93,"Neuro Surgeon, Spinal Surgeon",12,Spinal Surgeon
